model,year,price,mileage,mpg,engineSize,Automatic,Manual,Semi-Auto,Diesel,Electric,Hybrid,Petrol
 Focus,2019,15995,6992,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2017,11495,17766,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,14698,8725,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2016,9998,6820,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2013,9498,29326,47.9,2.0,0,1,0,1,0,0,0
 Fiesta,2017,10698,11235,57.7,1.0,0,0,1,0,0,0,1
 Kuga,2016,13499,38687,54.3,2.0,0,1,0,1,0,0,0
 Kuga,2017,15999,15005,54.3,2.0,0,1,0,1,0,0,0
 Kuga,2017,17299,14224,54.3,2.0,0,1,0,1,0,0,0
 Focus,2019,14198,20205,58.9,1.0,0,1,0,0,0,0,1
 EcoSport,2016,10898,13093,52.3,1.0,0,1,0,0,0,0,1
 Fiesta,2019,17298,1434,48.7,1.0,0,0,1,0,0,0,1
 B-MAX,2013,5998,44582,44.1,1.6,0,0,1,0,0,0,1
 Ka+,2017,6998,21203,57.7,1.2,0,1,0,0,0,0,1
 Focus,2017,16698,24498,67.3,2.0,0,1,0,1,0,0,0
 Focus,2018,17298,3124,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2017,15498,31073,60.1,2.0,0,1,0,1,0,0,0
 Kuga,2017,14298,6345,54.3,2.0,0,1,0,1,0,0,0
 C-MAX,2016,9998,26138,68.9,1.5,0,1,0,1,0,0,0
 Kuga,2019,22998,593,47.9,2.0,0,1,0,1,0,0,0
 Focus,2018,11598,11654,61.4,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10498,17532,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2017,8698,36124,44.8,1.5,0,1,0,0,0,0,1
 Focus,2017,17498,13558,41.5,2.0,0,1,0,0,0,0,1
 EcoSport,2018,12499,13000,67.3,1.5,0,1,0,1,0,0,0
 Ka+,2018,9250,7812,47.9,1.2,0,1,0,0,0,0,1
 Focus,2017,16250,28113,67.3,2.0,0,1,0,1,0,0,0
 EcoSport,2017,9999,24130,52.3,1.0,0,1,0,0,0,0,1
 Focus,2017,10999,23973,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2019,18494,11858,38.2,2.0,0,1,0,1,0,0,0
 Fiesta,2019,13489,26799,48.7,1.0,0,0,1,0,0,0,1
 Fiesta,2014,6995,35084,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11995,12080,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10498,9621,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,11300,13300,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11800,14024,62.8,1.0,0,1,0,0,0,0,1
 Focus,2017,10800,17668,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8300,43121,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,18499,14682,41.5,2.0,0,1,0,0,0,0,1
 Focus,2014,6800,53500,56.5,1.0,0,1,0,0,0,0,1
 Kuga,2018,17000,15513,45.6,1.5,0,1,0,0,0,0,1
 Fiesta,2017,8998,16701,78.5,1.5,0,1,0,1,0,0,0
 Fiesta,2014,5698,51892,54.3,1.2,0,1,0,0,0,0,1
 EcoSport,2017,8998,20648,44.8,1.5,0,1,0,0,0,0,1
 Kuga,2016,14998,38206,54.3,2.0,0,1,0,1,0,0,0
 Kuga,2017,18500,13692,54.3,2.0,0,1,0,1,0,0,0
 Kuga,2019,19298,12287,39.2,1.5,0,1,0,0,0,0,1
 Kuga,2014,10798,49989,47.9,2.0,0,1,0,1,0,0,0
 Focus,2019,15998,12699,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2015,7298,36700,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2017,10298,25013,53.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10698,16505,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,13998,5887,58.9,1.0,0,1,0,0,0,0,1
 Kuga,2013,8298,63508,53.3,2.0,0,1,0,1,0,0,0
 Focus,2016,8998,36087,74.3,1.5,0,1,0,1,0,0,0
 C-MAX,2016,11298,11117,55.4,1.0,0,1,0,0,0,0,1
 Kuga,2013,8995,54000,53.3,2.0,0,1,0,1,0,0,0
 Fiesta,2015,7895,27541,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,18390,14682,41.5,2.0,0,1,0,0,0,0,1
 Ka+,2018,7795,9662,57.7,1.2,0,1,0,0,0,0,1
 Focus,2017,10795,22727,60.1,1.0,0,1,0,0,0,0,1
 Focus,2019,18298,6269,74.3,1.5,1,0,0,1,0,0,0
 B-MAX,2015,7698,9708,70.6,1.6,0,1,0,1,0,0,0
 Kuga,2017,17698,18075,54.3,2.0,0,1,0,1,0,0,0
 Kuga,2017,16998,24885,54.3,2.0,0,1,0,1,0,0,0
 C-MAX,2018,12698,3074,55.4,1.0,0,1,0,0,0,0,1
 Fiesta,2016,10698,22141,78.5,1.5,0,1,0,1,0,0,0
 Kuga,2013,9998,43938,45.6,2.0,0,0,1,1,0,0,0
 Kuga,2017,14498,6038,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2017,8998,20277,65.7,1.0,0,1,0,0,0,0,1
 C-MAX,2017,11998,15297,68.9,1.5,0,1,0,1,0,0,0
 Focus,2019,14000,11426,58.9,1.0,0,1,0,0,0,0,1
 EcoSport,2019,16250,2951,52.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9700,28186,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2013,9998,38629,42.8,1.6,0,1,0,0,0,0,1
 Galaxy,2016,15498,27716,56.5,2.0,0,1,0,1,0,0,0
 B-MAX,2013,5489,41144,68.9,1.5,0,1,0,1,0,0,0
 Kuga,2019,18999,9695,54.3,1.5,0,1,0,1,0,0,0
 Fiesta,2016,8449,79125,47.9,1.6,0,1,0,0,0,0,1
 C-MAX,2016,8699,46040,61.4,1.6,0,1,0,1,0,0,0
 C-MAX,2017,10489,37972,68.9,1.5,0,1,0,1,0,0,0
 Kuga,2017,12489,36394,64.2,1.5,0,1,0,1,0,0,0
 Kuga,2017,13698,78636,64.2,1.5,0,1,0,1,0,0,0
 Focus,2018,18498,21167,67.3,2.0,0,1,0,1,0,0,0
 B-MAX,2015,7298,36140,74.4,1.5,0,1,0,1,0,0,0
 Focus,2017,9998,13861,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2017,17498,22439,54.3,2.0,0,1,0,1,0,0,0
 EcoSport,2017,9489,29500,52.3,1.0,0,1,0,0,0,0,1
 Edge,2017,20994,41000,48.7,2.0,1,0,0,1,0,0,0
 C-MAX,2018,11998,6484,68.9,1.5,0,1,0,1,0,0,0
 Fiesta,2014,6250,39223,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2014,5950,64327,76.4,1.5,0,1,0,1,0,0,0
 Focus,2017,10900,13338,74.3,1.5,0,1,0,1,0,0,0
 Focus,2017,11200,15121,58.9,1.0,0,1,0,0,0,0,1
 Focus,2017,9250,38541,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10300,9542,65.7,1.0,0,1,0,0,0,0,1
 C-MAX,2019,13000,3629,49.6,1.0,0,1,0,0,0,0,1
 Focus,2016,7000,82616,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2015,9200,21261,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8298,22919,65.7,1.0,0,1,0,0,0,0,1
 C-MAX,2017,9298,41697,68.9,1.5,0,1,0,1,0,0,0
 Focus,2019,16698,18697,60.1,1.0,0,1,0,0,0,0,1
 Focus,2019,23698,5003,70.6,2.0,0,1,0,1,0,0,0
 Focus,2019,20398,6233,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2016,9698,19884,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2018,17998,13734,39.2,1.5,0,1,0,0,0,0,1
 Fiesta,2019,13698,12232,58.9,1.0,0,1,0,0,0,0,1
 Focus,2016,9998,21243,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2016,7298,31107,54.3,1.2,0,1,0,0,0,0,1
 Focus,2013,5698,64292,67.3,1.6,0,1,0,1,0,0,0
 Kuga,2014,8998,68055,53.3,2.0,0,1,0,1,0,0,0
 Fiesta,2018,12998,23200,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2019,15489,5636,68.9,1.5,0,1,0,1,0,0,0
 Focus,2019,15998,4500,80.7,1.5,0,1,0,1,0,0,0
 Focus,2016,8489,61379,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2018,9490,3012,55.4,1.1,0,1,0,0,0,0,1
 Focus,2017,12490,11292,51.4,1.5,0,1,0,0,0,0,1
 Ka+,2017,6490,19285,57.7,1.2,0,1,0,0,0,0,1
 Focus,2016,14790,33352,41.5,2.0,0,1,0,0,0,0,1
 Focus,2017,12498,17998,74.3,1.5,0,1,0,1,0,0,0
 Focus,2018,18998,11578,67.3,2.0,0,1,0,1,0,0,0
 Focus,2015,9598,29577,67.3,1.6,0,1,0,1,0,0,0
 Focus,2017,10498,27704,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2015,7998,19001,54.3,1.2,0,1,0,0,0,0,1
 Focus,2019,16250,13325,74.3,1.5,0,1,0,1,0,0,0
 Focus,2019,18450,14464,54.3,1.5,1,0,0,1,0,0,0
 Focus,2018,9950,19223,61.4,1.0,0,1,0,0,0,0,1
 Ka+,2019,9950,906,43.5,1.2,0,1,0,0,0,0,1
 Ka+,2019,9950,2520,43.5,1.2,0,1,0,0,0,0,1
 Ka+,2019,9950,1196,43.5,1.2,0,1,0,0,0,0,1
 Fiesta,2015,8498,19429,65.7,1.0,0,1,0,0,0,0,1
 B-MAX,2014,5998,69078,57.7,1.0,0,1,0,0,0,0,1
 EcoSport,2017,9998,37560,53.3,1.0,0,1,0,0,0,0,1
 Focus,2016,9998,3155,61.4,1.0,0,1,0,0,0,0,1
 Focus,2019,16998,14206,60.1,1.0,0,1,0,0,0,0,1
 Focus,2017,16998,30393,61.4,2.0,1,0,0,1,0,0,0
 Kuga,2014,11198,41711,53.3,2.0,0,1,0,1,0,0,0
 Focus,2019,14498,14316,80.7,1.5,0,1,0,1,0,0,0
 Fiesta,2016,7998,21456,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2016,9998,20682,65.7,1.0,0,1,0,0,0,0,1
 Focus,2019,17998,12027,74.3,1.5,0,1,0,1,0,0,0
 B-MAX,2014,6498,36727,70.6,1.6,0,1,0,1,0,0,0
 Kuga,2019,19998,8757,28.8,1.5,1,0,0,0,0,0,1
 EcoSport,2016,8698,28670,64.2,1.5,0,1,0,1,0,0,0
 Fiesta,2017,10698,21041,78.5,1.5,0,1,0,1,0,0,0
 EcoSport,2018,13698,4223,54.3,1.0,0,1,0,0,0,0,1
 Fiesta,2019,13498,9007,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8498,11457,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2014,6298,39944,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2019,11698,3578,48.7,1.1,0,1,0,0,0,0,1
 Kuga,2017,13998,21167,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2016,8498,31976,47.9,1.6,0,0,1,0,0,0,1
 Focus,2018,13998,10149,57.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11950,16678,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,11395,1394,55.4,1.1,0,1,0,0,0,0,1
 Fiesta,2018,10990,28138,56.5,1.0,0,1,0,0,0,0,1
 Kuga,2019,18489,10351,54.3,1.5,0,1,0,1,0,0,0
 EcoSport,2017,9489,29500,52.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9795,4162,78.5,1.5,0,1,0,1,0,0,0
 Kuga,2017,15995,23237,60.1,2.0,0,1,0,1,0,0,0
 Kuga,2019,18495,7959,38.2,2.0,0,1,0,1,0,0,0
 Focus,2018,11995,10553,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2018,9998,23112,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,14998,7953,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2015,8000,14422,54.3,1.2,0,1,0,0,0,0,1
 Focus,2017,18498,21183,61.4,2.0,0,0,1,1,0,0,0
 Fiesta,2016,7998,21446,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2019,12498,7941,58.9,1.0,0,1,0,0,0,0,1
 Focus,2016,8498,45256,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2013,5298,54545,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,9998,28761,60.1,1.0,0,1,0,0,0,0,1
 C-MAX,2014,7498,31343,55.4,1.0,0,1,0,0,0,0,1
 Kuga,2017,15998,24896,60.1,2.0,0,1,0,1,0,0,0
 Focus,2017,16998,45854,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2017,8698,18775,54.3,1.2,0,1,0,0,0,0,1
 Focus,2019,15998,10386,49.6,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8998,20507,54.3,1.2,0,1,0,0,0,0,1
 Focus,2017,9998,32384,51.4,1.0,0,0,1,0,0,0,1
 Fiesta,2019,10698,10786,55.4,1.1,0,1,0,0,0,0,1
 Kuga,2020,20450,1196,38.2,2.0,0,1,0,1,0,0,0
 C-MAX,2017,11495,39254,68.9,1.5,0,1,0,1,0,0,0
 C-MAX,2017,9750,30157,68.9,1.5,0,1,0,1,0,0,0
 Kuga,2019,18495,11859,54.3,1.5,0,1,0,1,0,0,0
 Kuga,2018,17295,11723,64.2,1.5,0,1,0,1,0,0,0
 Focus,2019,16250,11027,74.3,1.5,0,1,0,1,0,0,0
 KA,2015,4998,28322,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2017,8698,23833,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,11298,13775,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,10898,14050,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2014,11698,34088,47.9,2.0,0,1,0,1,0,0,0
 B-MAX,2014,5998,52565,55.4,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9998,16517,47.9,1.6,0,0,1,0,0,0,1
 Focus,2019,14998,12078,58.9,1.0,0,1,0,0,0,0,1
 EcoSport,2016,10498,24963,44.8,1.5,0,0,1,0,0,0,1
 Focus,2015,12298,51103,39.2,2.0,0,1,0,0,0,0,1
 Kuga,2015,9498,63863,54.3,2.0,0,1,0,1,0,0,0
 Kuga,2016,11990,55145,52.3,2.0,0,0,1,1,0,0,0
 Fiesta,2017,7490,28842,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,13698,11060,58.9,1.0,0,1,0,0,0,0,1
 Focus,2017,10498,39539,60.1,1.0,0,1,0,0,0,0,1
 EcoSport,2017,10798,3652,44.8,1.5,0,0,1,0,0,0,1
 Kuga,2017,15998,29667,60.1,2.0,0,1,0,1,0,0,0
 Focus,2016,8998,49080,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2015,9298,61787,60.1,2.0,0,1,0,1,0,0,0
 Kuga,2017,17498,31098,54.3,2.0,0,0,1,1,0,0,0
 Kuga,2017,13998,15860,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2019,14998,8263,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2015,8298,13118,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,9698,19256,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,7798,11085,54.3,1.2,0,1,0,0,0,0,1
 Focus,2018,13498,10150,58.9,1.0,0,1,0,0,0,0,1
 Focus,2016,9690,46176,74.3,1.5,0,1,0,1,0,0,0
 Focus,2017,16498,18506,67.3,2.0,0,1,0,1,0,0,0
 Fiesta,2017,11495,11476,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2015,8000,29681,44.8,1.5,0,1,0,0,0,0,1
 Fiesta,2017,8250,32994,64.2,1.1,0,1,0,0,0,0,1
 Fiesta,2019,10998,12320,58.9,1.0,0,1,0,0,0,0,1
 EcoSport,2018,12998,3956,53.3,1.0,0,1,0,0,0,0,1
 Fiesta,2014,6698,39002,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2018,15998,10087,64.2,1.5,0,1,0,1,0,0,0
 Fiesta,2014,6498,21284,54.3,1.2,0,1,0,0,0,0,1
 Focus,2017,12998,17307,74.3,1.5,0,1,0,1,0,0,0
 Focus,2017,18998,10222,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2015,8498,10801,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2015,6998,42477,54.3,1.2,0,1,0,0,0,0,1
 Kuga,2013,9498,64718,45.6,2.0,0,0,1,1,0,0,0
 Fiesta,2019,11698,3484,48.7,1.1,0,1,0,0,0,0,1
 Focus,2019,19300,2958,70.6,2.0,0,1,0,1,0,0,0
 Focus,2017,16890,23365,41.5,2.0,0,1,0,0,0,0,1
 Focus,2016,9420,34214,74.3,1.5,0,1,0,1,0,0,0
 Focus,2019,15390,5341,60.1,1.0,0,1,0,0,0,0,1
 Focus,2019,15370,6736,60.1,1.0,0,1,0,0,0,0,1
 Focus,2015,9230,27412,74.3,1.5,0,1,0,1,0,0,0
 Ka+,2017,6990,11203,57.7,1.2,0,1,0,0,0,0,1
 Focus,2017,15591,45400,67.3,2.0,0,1,0,1,0,0,0
 EcoSport,2018,12891,16156,54.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10447,8337,54.3,1.0,1,0,0,0,0,0,1
 Kuga,2014,8998,71854,53.3,2.0,0,1,0,1,0,0,0
 B-MAX,2013,5998,37058,55.4,1.0,0,1,0,0,0,0,1
 Focus,2017,11998,28497,74.3,1.5,0,1,0,1,0,0,0
 KA,2014,4298,30658,57.7,1.2,0,1,0,0,0,0,1
 Focus,2015,7498,36462,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2013,7998,22125,47.9,1.6,0,0,1,0,0,0,1
 Focus,2016,9498,18154,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2017,19498,23270,54.3,2.0,0,0,1,1,0,0,0
 Kuga,2015,13698,34332,54.3,2.0,0,1,0,1,0,0,0
 Kuga,2015,11498,44123,52.3,2.0,0,0,1,1,0,0,0
 Edge,2017,20498,29326,47.9,2.0,0,1,0,1,0,0,0
 Kuga,2018,16998,13737,64.2,1.5,0,1,0,1,0,0,0
 Focus,2015,8998,32492,74.3,1.5,0,1,0,1,0,0,0
 Focus,2018,18998,16312,67.3,2.0,0,1,0,1,0,0,0
 Fiesta,2019,13898,14698,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,13498,20388,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2017,11998,8966,65.7,1.0,0,1,0,0,0,0,1
 Focus,2015,8298,56282,67.3,1.6,0,1,0,1,0,0,0
 Fiesta,2019,14998,8389,60.1,1.0,0,1,0,0,0,0,1
 Focus,2019,17498,11022,51.4,1.0,1,0,0,0,0,0,1
 Focus,2019,17498,7359,74.3,1.5,0,1,0,1,0,0,0
 Focus,2019,16998,8657,74.3,1.5,0,1,0,1,0,0,0
 C-MAX,2017,10498,19534,68.9,1.5,0,1,0,1,0,0,0
 Fiesta,2018,15698,921,49.6,1.0,1,0,0,0,0,0,1
 Fiesta,2015,6998,48938,78.5,1.5,0,1,0,1,0,0,0
 Kuga,2017,15498,7431,60.1,2.0,0,1,0,1,0,0,0
 Focus,2015,8498,31974,61.4,1.0,0,1,0,0,0,0,1
 EcoSport,2015,7998,17786,44.8,1.5,0,1,0,0,0,0,1
 Fiesta,2014,4698,52627,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2019,11998,10970,58.9,1.0,0,1,0,0,0,0,1
 Kuga,2013,10998,32347,47.9,2.0,0,1,0,1,0,0,0
 Focus,2016,8998,51324,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2017,9298,6213,54.3,1.2,0,1,0,0,0,0,1
 C-MAX,2016,10998,27639,55.4,1.0,0,1,0,0,0,0,1
 Fiesta,2013,5298,64628,54.3,1.2,0,1,0,0,0,0,1
 Focus,2016,14498,16501,67.3,2.0,0,1,0,1,0,0,0
 Fiesta,2015,6798,37313,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2014,6998,33154,54.3,1.2,0,1,0,0,0,0,1
 B-MAX,2017,9798,13163,55.4,1.0,0,1,0,0,0,0,1
 EcoSport,2017,9798,17593,52.3,1.0,0,1,0,0,0,0,1
 Focus,2015,9698,13391,61.4,1.0,0,1,0,0,0,0,1
 C-MAX,2017,9498,31877,68.9,1.5,0,1,0,1,0,0,0
 Fiesta,2019,11798,13783,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,11698,18115,58.9,1.0,0,1,0,0,0,0,1
 C-MAX,2017,9998,34980,55.4,1.0,0,1,0,0,0,0,1
 Focus,2015,9698,30149,74.3,1.5,0,1,0,1,0,0,0
 Focus,2017,12698,9484,74.3,1.5,0,1,0,1,0,0,0
 C-MAX,2017,10498,18250,68.9,1.5,0,1,0,1,0,0,0
 Fiesta,2014,7798,15412,65.7,1.0,0,1,0,0,0,0,1
 Focus,2019,19798,4797,64.2,2.0,1,0,0,1,0,0,0
 Focus,2019,19998,2451,64.2,2.0,1,0,0,1,0,0,0
 Kuga,2017,16498,23224,58.9,1.5,0,0,1,1,0,0,0
 Focus,2019,19998,6879,51.4,2.0,1,0,0,1,0,0,0
 Kuga,2014,9298,45543,53.3,2.0,0,1,0,1,0,0,0
 Focus,2019,18298,2840,74.3,1.5,1,0,0,1,0,0,0
 Fiesta,2018,10998,10970,58.9,1.0,0,1,0,0,0,0,1
 Focus,2017,12698,14876,51.4,1.0,0,0,1,0,0,0,1
 Fiesta,2019,14998,3002,60.1,1.0,0,1,0,0,0,0,1
 Focus,2018,20998,5757,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2016,8998,12163,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2019,14998,5721,60.1,1.0,0,1,0,0,0,0,1
 Focus,2016,9998,27193,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2018,15998,11460,54.3,1.5,0,1,0,1,0,0,0
 Focus,2017,15998,16290,67.3,2.0,0,1,0,1,0,0,0
 Focus,2016,14498,32263,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2018,10998,16353,65.7,1.0,0,1,0,0,0,0,1
 Focus,2019,18998,11738,64.2,2.0,1,0,0,1,0,0,0
 Fiesta,2015,7498,23764,54.3,1.2,0,1,0,0,0,0,1
 Focus,2016,12998,41484,67.3,2.0,0,1,0,1,0,0,0
 Fiesta,2017,10798,20241,65.7,1.0,0,1,0,0,0,0,1
 KA,2013,4198,45880,57.7,1.2,0,1,0,0,0,0,1
 Focus,2019,16998,6092,49.6,1.0,0,1,0,0,0,0,1
 Focus,2017,18998,11913,41.5,2.0,0,1,0,0,0,0,1
 Focus,2018,19498,19382,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2017,11698,10500,65.7,1.0,0,1,0,0,0,0,1
 Focus,2015,9498,24717,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2019,11498,6158,48.7,1.1,0,1,0,0,0,0,1
 Fiesta,2017,10998,2360,65.7,1.0,0,1,0,0,0,0,1
 Focus,2019,16998,19322,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2016,16998,18480,54.3,2.0,0,1,0,1,0,0,0
 Kuga,2014,9298,52681,53.3,2.0,0,1,0,1,0,0,0
 Fiesta,2014,6998,29095,54.3,1.2,0,1,0,0,0,0,1
 Focus,2016,12698,7906,74.3,1.5,0,1,0,1,0,0,0
 Focus,2015,9498,22420,74.3,1.5,0,1,0,1,0,0,0
 Focus,2015,9798,18733,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2017,11298,23358,62.8,1.0,0,1,0,0,0,0,1
 EcoSport,2016,8998,34769,53.3,1.0,0,1,0,0,0,0,1
 Kuga,2017,12998,16300,45.6,1.5,0,1,0,0,0,0,1
 Focus,2016,16798,15646,67.3,2.0,0,1,0,1,0,0,0
 C-MAX,2016,9998,17330,68.9,1.5,0,1,0,1,0,0,0
 Fiesta,2016,8198,23771,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10698,6991,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,10698,11469,61.4,1.0,0,1,0,0,0,0,1
 Fiesta,2013,4998,54323,54.3,1.2,0,1,0,0,0,0,1
 Mustang,2018,29998,20847,20.9,5.0,0,1,0,0,0,0,1
 Focus,2014,5998,62855,67.3,1.6,0,1,0,1,0,0,0
 Focus,2019,16498,2936,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2016,7498,41271,88.3,1.5,0,1,0,1,0,0,0
 Focus,2017,10498,24741,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2017,13298,11563,64.2,1.5,0,1,0,1,0,0,0
 Fiesta,2016,7298,20809,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2018,11998,10320,56.5,1.0,0,1,0,0,0,0,1
 Focus,2018,15498,14579,60.1,1.0,0,1,0,0,0,0,1
 Ka+,2017,7798,12392,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2018,10698,7541,55.4,1.1,0,1,0,0,0,0,1
 Fiesta,2019,14698,10032,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,14698,8438,58.9,1.0,0,1,0,0,0,0,1
 Focus,2018,11498,27277,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2016,8998,19882,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,13998,6432,58.9,1.0,0,1,0,0,0,0,1
 Focus,2015,7498,55312,67.3,1.6,0,1,0,1,0,0,0
 Fiesta,2013,5998,51348,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2019,19498,9420,39.2,1.5,0,1,0,0,0,0,1
 EcoSport,2017,9591,21236,52.3,1.0,0,1,0,0,0,0,1
 Fiesta,2019,15450,5731,60.1,1.0,0,1,0,0,0,0,1
 Focus,2016,7991,53922,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2014,6150,31064,54.3,1.2,0,1,0,0,0,0,1
 Ka+,2018,7542,9880,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2015,7324,27128,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8998,11813,78.5,1.5,0,1,0,1,0,0,0
 EcoSport,2016,8998,30557,53.3,1.0,0,1,0,0,0,0,1
 Focus,2018,11498,25464,60.1,1.0,0,1,0,0,0,0,1
 Focus,2019,16498,13699,74.3,1.5,0,1,0,1,0,0,0
 Focus,2019,14798,12558,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,13798,9847,58.9,1.0,0,1,0,0,0,0,1
 Focus,2017,10998,14653,74.3,1.5,0,1,0,1,0,0,0
 Focus,2017,11298,2666,61.4,1.0,0,1,0,0,0,0,1
 Focus,2019,15998,9694,64.2,2.0,1,0,0,1,0,0,0
 Fiesta,2019,14998,7995,60.1,1.0,0,1,0,0,0,0,1
 EcoSport,2016,7498,48010,64.2,1.5,0,1,0,1,0,0,0
 B-MAX,2013,6498,33155,44.1,1.6,0,0,1,0,0,0,1
 Fiesta,2016,6998,49010,78.5,1.5,0,1,0,1,0,0,0
 Focus,2017,11798,15417,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2018,12998,9917,54.3,1.0,0,0,1,0,0,0,1
 Fiesta,2018,10998,16658,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,10498,28732,61.4,1.0,0,1,0,0,0,0,1
 Focus,2018,13498,12619,51.4,1.0,0,0,1,0,0,0,1
 Fiesta,2018,12998,17096,58.9,1.0,0,1,0,0,0,0,1
