model,year,price,mileage,mpg,engineSize,Automatic,Manual,Semi-Auto,Diesel,Electric,Hybrid,Petrol
 Fiesta,2015,9600,18810,62.8,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8500,12254,64.2,1.1,0,1,0,0,0,0,1
 B-MAX,2015,8000,14312,44.1,1.6,1,0,0,0,0,0,1
 Kuga,2014,7699,87489,53.3,2.0,0,1,0,1,0,0,0
 Focus,2017,10799,21693,51.4,1.0,1,0,0,0,0,0,1
 C-MAX,2013,7000,36547,51.4,2.0,1,0,0,1,0,0,0
 Focus,2017,10499,41600,74.3,1.5,0,1,0,1,0,0,0
 Focus,2016,7000,94581,51.4,1.5,0,1,0,0,0,0,1
 Focus,2015,7499,67331,44.8,1.6,1,0,0,0,0,0,1
 EcoSport,2017,9299,22186,44.8,1.5,0,1,0,0,0,0,1
 Focus,2016,12000,80468,61.4,2.0,1,0,0,1,0,0,0
 Fiesta,2018,10000,10200,65.7,1.0,0,1,0,0,0,0,1
 Focus,2015,6500,88220,74.3,1.5,0,1,0,1,0,0,0
 Focus,2017,8295,60030,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2016,8195,35230,47.9,1.6,1,0,0,0,0,0,1
 Focus,2015,7695,50380,74.3,1.5,0,1,0,1,0,0,0
 Focus,2016,11695,57420,67.3,2.0,0,1,0,1,0,0,0
 Focus,2017,11490,19579,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2019,15990,11509,40.3,1.5,0,1,0,0,0,0,1
 KA,2017,8100,16744,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2017,9000,29117,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10000,14425,55.4,1.1,0,1,0,0,0,0,1
 Focus,2019,16800,2220,67.3,1.5,1,0,0,1,0,0,0
 Fiesta,2016,9300,18798,88.3,1.5,0,1,0,1,0,0,0
 Focus,2017,17000,17510,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2017,10500,31779,65.7,1.0,0,1,0,0,0,0,1
 KA,2015,6200,18432,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2014,6300,40178,54.3,1.2,0,1,0,0,0,0,1
 EcoSport,2018,14500,9961,54.3,1.0,0,1,0,0,0,0,1
 Kuga,2019,22800,273,46.3,1.5,0,1,0,1,0,0,0
 Fiesta,2016,9000,25122,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2017,9375,9633,44.8,1.5,0,1,0,1,0,0,0
 Focus,2016,9275,27450,61.4,1.0,0,1,0,0,0,0,1
 EcoSport,2017,11495,19050,44.8,1.5,1,0,0,0,0,0,1
 EcoSport,2019,17650,3323,45.6,1.0,1,0,0,0,0,0,1
 Fiesta,2017,8250,18234,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2009,3895,61171,49.6,1.2,0,1,0,0,0,0,1
 B-MAX,2016,7895,41818,57.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,7995,25406,54.3,1.2,0,1,0,0,0,0,1
 Kuga,2019,15750,15581,34.4,1.5,0,1,0,0,0,0,1
 Fiesta,2019,18500,5289,40.3,1.5,0,1,0,0,0,0,1
 Focus,2017,11375,19484,60.1,1.0,0,1,0,0,0,0,1
 Galaxy,2018,18250,31718,52.3,2.0,1,0,0,1,0,0,0
 Focus,2018,11750,25465,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2019,12350,3977,56.5,1.0,0,1,0,0,0,0,1
 Kuga,2018,17325,24451,54.3,2.0,0,1,0,1,0,0,0
 Focus,2017,9725,18291,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2010,6295,34000,48.7,1.4,0,1,0,0,0,0,1
 Fiesta,2016,8795,38886,65.7,1.0,0,1,0,0,0,0,1
 KA,2017,7425,24239,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2016,8500,23457,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,14985,5400,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9985,13555,65.7,1.0,0,1,0,0,0,0,1
 Focus,2009,1999,113492,42.2,1.6,0,1,0,0,0,0,1
 Fiesta,2006,1299,97556,62.8,1.4,0,1,0,1,0,0,0
 Focus,2010,2499,87023,62.8,1.6,0,1,0,1,0,0,0
 Kuga,2018,17369,10945,39.2,1.5,0,1,0,0,0,0,1
 Focus,2009,2495,107000,42.2,1.6,0,1,0,0,0,0,1
 Focus,2009,2995,98000,54.3,1.8,0,1,0,1,0,0,0
 KA,2008,1795,63000,45.6,1.3,0,1,0,0,0,0,1
 KA,2008,1795,63000,45.6,1.3,0,1,0,0,0,0,1
 C-MAX,2016,9750,30983,58.9,1.5,1,0,0,1,0,0,0
 B-MAX,2014,6925,31358,55.4,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9250,21128,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,9689,24989,65.7,1.0,0,1,0,0,0,0,1
 KA,2014,4499,31599,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2017,9850,19610,65.7,1.0,0,1,0,0,0,0,1
 Focus,2016,14695,33896,67.3,2.0,0,1,0,1,0,0,0
 C-MAX,2015,8985,24757,64.2,1.5,1,0,0,1,0,0,0
 C-MAX,2014,8695,31000,55.4,2.0,0,1,0,1,0,0,0
 Fiesta,2014,6495,46000,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2013,7995,23000,47.9,1.6,0,0,1,0,0,0,1
 Kuga,2014,10495,39000,47.9,2.0,0,1,0,1,0,0,0
 Edge,2017,16325,53204,48.7,2.0,0,1,0,1,0,0,0
 Fiesta,2013,7250,33000,76.4,1.5,0,1,0,1,0,0,0
 Focus,2018,13750,14000,51.4,1.5,0,1,0,0,0,0,1
 Focus,2015,8750,41000,74.3,1.5,0,1,0,1,0,0,0
 Focus,2017,18900,16000,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2018,13000,16800,58.9,1.0,0,1,0,0,0,0,1
 Focus,2016,16250,19500,41.5,2.0,0,1,0,0,0,0,1
 Focus,2016,13750,38000,67.3,2.0,0,1,0,1,0,0,0
 Focus,2012,4499,93193,47.9,1.6,0,1,0,0,0,0,1
 KA,2010,2799,89027,55.4,1.2,0,1,0,0,0,0,1
 Focus,2017,11500,29755,51.4,1.0,1,0,0,0,0,0,1
 Fiesta,2009,3989,88733,49.6,1.4,0,1,0,0,0,0,1
 Edge,2019,29989,4536,37.2,2.0,1,0,0,1,0,0,0
 Focus,2019,19000,4800,45.6,1.5,0,1,0,0,0,0,1
 Kuga,2011,7500,68600,47.1,2.0,0,1,0,1,0,0,0
 Fiesta,2012,5250,67000,68.9,1.6,0,1,0,1,0,0,0
 Fiesta,2016,7750,45000,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,13000,3000,61.4,1.0,0,1,0,0,0,0,1
 EcoSport,2016,8000,58000,53.3,1.0,0,1,0,0,0,0,1
 Focus,2013,6250,53000,47.9,1.6,0,1,0,0,0,0,1
 Kuga,2015,11000,38000,60.1,2.0,0,1,0,1,0,0,0
 Focus,2019,15500,10000,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2015,13500,33700,38.2,1.5,1,0,0,0,0,0,1
 Focus,2020,20000,100,60.1,1.0,0,1,0,0,0,0,1
 Focus,2017,16489,17155,67.3,2.0,0,1,0,1,0,0,0
 B-MAX,2018,11989,8624,55.4,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8289,28405,65.7,1.0,0,1,0,0,0,0,1
 Mustang,2018,28489,15744,20.9,5.0,0,1,0,0,0,0,1
 Kuga,2018,16489,40658,60.1,2.0,0,1,0,1,0,0,0
 Kuga,2017,12489,53628,54.3,2.0,0,1,0,1,0,0,0
 Focus,2018,14789,10444,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2010,3689,76648,49.6,1.4,0,1,0,0,0,0,1
 Focus,2016,9388,32780,67.3,1.5,0,0,1,1,0,0,0
 Fiesta,2019,12389,14948,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8000,28000,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,14500,9000,50.4,1.5,0,1,0,0,0,0,1
 Fiesta,2012,4650,52000,50.4,1.2,0,1,0,0,0,0,1
 Fiesta,2017,8800,16000,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2016,8000,40000,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8750,19000,54.3,1.2,0,1,0,0,0,0,1
 C-MAX,2017,9989,28264,68.9,1.5,0,1,0,1,0,0,0
 Focus,2019,13989,14413,58.9,1.0,0,1,0,0,0,0,1
 Kuga,2017,13489,29618,64.2,1.5,0,1,0,1,0,0,0
 EcoSport,2019,14989,9171,53.3,1.0,0,1,0,0,0,0,1
 Fiesta,2019,12489,11623,58.9,1.0,0,1,0,0,0,0,1
 Focus,2015,7489,51864,67.3,1.6,0,1,0,1,0,0,0
 Focus,2017,11689,14132,74.3,1.5,0,1,0,1,0,0,0
 Focus,2019,24989,6760,34.5,2.3,0,1,0,0,0,0,1
 Focus,2018,13289,13387,74.3,1.5,0,1,0,1,0,0,0
 Focus,2019,15489,6889,60.1,1.0,0,1,0,0,0,0,1
 Focus,2017,10689,15337,74.3,1.5,0,1,0,1,0,0,0
 Focus,2018,12989,9884,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9489,34180,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8900,25520,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2013,6489,47157,54.3,1.2,0,1,0,0,0,0,1
 B-MAX,2017,9989,27590,56.5,1.0,0,1,0,0,0,0,1
 Focus,2018,11589,17997,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2017,13989,10580,64.2,1.5,0,1,0,1,0,0,0
 EcoSport,2017,9489,22798,52.3,1.0,0,1,0,0,0,0,1
 Focus,2018,12189,10283,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2017,16989,14422,45.6,1.5,0,1,0,0,0,0,1
 Kuga,2017,13189,23139,64.2,1.5,0,1,0,1,0,0,0
 Kuga,2017,16989,24293,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2011,4489,67145,50.4,1.2,0,1,0,0,0,0,1
 EcoSport,2019,16489,5529,51.4,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9789,16577,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9289,16086,64.2,1.1,0,1,0,0,0,0,1
 Fiesta,2018,9688,17157,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8889,10951,64.2,1.1,0,1,0,0,0,0,1
 Fiesta,2018,9889,14085,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,16000,28529,54.3,2.0,0,1,0,1,0,0,0
 Focus,2017,12000,18116,74.3,1.5,0,1,0,1,0,0,0
 EcoSport,2016,8800,27692,53.3,1.0,0,1,0,0,0,0,1
 Fiesta,2014,8000,30226,76.4,1.5,0,1,0,1,0,0,0
 Kuga,2018,17500,26562,58.9,1.5,1,0,0,1,0,0,0
 Focus,2018,11989,29086,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2017,9489,29307,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8989,16939,65.7,1.0,0,1,0,0,0,0,1
 Ka+,2018,7989,25940,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2017,9989,5561,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8489,25320,54.3,1.2,0,1,0,0,0,0,1
 Focus,2018,13989,16064,51.4,1.0,1,0,0,0,0,0,1
 Fiesta,2013,5989,54581,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2017,10489,21518,62.8,1.0,0,1,0,0,0,0,1
 Focus,2017,10289,20254,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2016,16000,30179,52.3,2.0,1,0,0,1,0,0,0
 Fiesta,2018,9500,27461,64.2,1.1,0,1,0,0,0,0,1
 Fiesta,2019,12700,11151,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9700,11186,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,15000,32827,54.3,2.0,0,1,0,1,0,0,0
 Focus,2019,18400,8230,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2017,10000,27284,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10000,6311,65.7,1.0,0,1,0,0,0,0,1
 KA,2015,5200,28192,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2016,8389,18017,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2018,11188,23493,88.3,1.5,0,1,0,1,0,0,0
 Fiesta,2017,9489,37566,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2014,8689,30817,53.3,1.0,0,1,0,0,0,0,1
 Focus,2018,10189,36347,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10989,13496,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,9989,16299,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2018,14989,38284,45.6,1.5,0,1,0,0,0,0,1
 Fiesta,2018,8788,33610,64.2,1.1,0,1,0,0,0,0,1
 Puma,2020,18994,214,51.4,1.0,0,1,0,0,0,0,1
 C-MAX,2014,7890,37822,50.4,2.0,1,0,0,1,0,0,0
 Galaxy,2018,18290,28425,52.3,2.0,1,0,0,1,0,0,0
 Galaxy,2016,15799,14604,52.3,2.0,1,0,0,1,0,0,0
 Fiesta,2018,9998,2332,55.4,1.1,0,1,0,0,0,0,1
 Kuga,2019,18499,8252,31.0,1.5,1,0,0,0,0,0,1
 Kuga,2019,17299,24277,37.2,2.0,1,0,0,1,0,0,0
 Kuga,2016,13890,5313,45.6,1.5,0,1,0,0,0,0,1
 Kuga,2017,14480,34308,54.3,2.0,1,0,0,1,0,0,0
 Fiesta,2015,7299,42324,88.3,1.5,0,1,0,1,0,0,0
 Kuga,2017,13499,5607,38.2,1.5,1,0,0,0,0,0,1
 Focus,2018,13445,19672,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2016,12899,8918,54.3,2.0,0,1,0,1,0,0,0
 Kuga,2019,15899,6562,34.4,1.5,0,1,0,0,0,0,1
 Kuga,2017,16699,13374,60.1,2.0,0,1,0,1,0,0,0
 EcoSport,2017,9199,18895,53.3,1.0,0,1,0,0,0,0,1
 Kuga,2019,16499,16000,45.6,1.5,0,1,0,1,0,0,0
 KA,2012,3499,65000,57.7,1.2,0,1,0,0,0,0,1
 Focus,2013,5499,84000,67.3,1.6,0,1,0,1,0,0,0
 Kuga,2015,10199,44000,60.1,2.0,0,1,0,1,0,0,0
 Focus,2015,6499,72000,44.8,1.6,1,0,0,0,0,0,1
 Fiesta,2014,4799,74000,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2009,3495,92836,49.6,1.4,0,1,0,0,0,0,1
 Fiesta,2017,7995,18020,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2016,8995,28105,65.7,1.0,0,1,0,0,0,0,1
 B-MAX,2017,8495,16967,74.3,1.5,0,1,0,1,0,0,0
 Focus,2019,13980,12632,60.1,1.0,0,1,0,0,0,0,1
 Focus,2019,17990,3289,74.3,1.5,1,0,0,1,0,0,0
 Focus,2018,14990,1850,60.1,1.0,0,1,0,0,0,0,1
 Focus,2017,10899,13879,51.4,1.0,1,0,0,0,0,0,1
 Focus,2018,13699,5342,58.9,1.0,0,1,0,0,0,0,1
 Focus,2017,10280,12257,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2018,12290,5093,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2012,3690,95299,68.9,1.6,0,1,0,1,0,0,0
 Focus,2013,6729,71098,67.3,1.6,0,1,0,1,0,0,0
 Focus,2013,4999,83772,76.4,1.6,0,1,0,1,0,0,0
 Focus,2014,6295,66278,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2018,15000,22006,40.3,1.5,0,1,0,0,0,0,1
 Kuga,2016,10499,51000,64.2,1.5,0,1,0,1,0,0,0
 Fiesta,2014,6499,52000,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,7499,29000,54.3,1.2,0,1,0,0,0,0,1
 C-MAX,2018,10995,10703,48.7,1.0,0,1,0,0,0,0,1
 KA,2008,1294,59750,43.5,1.3,0,1,0,0,0,0,1
 Focus,2013,6995,35850,44.1,1.6,1,0,0,0,0,0,1
 Fiesta,2016,8780,15695,65.7,1.0,0,1,0,0,0,0,1
 Galaxy,2016,14999,36136,56.5,2.0,0,1,0,1,0,0,0
 Focus,2017,12199,8600,57.7,1.0,0,1,0,0,0,0,1
 Fiesta,2015,6199,40700,54.3,1.2,0,1,0,0,0,0,1
 Kuga,2014,9299,47678,47.9,2.0,0,1,0,1,0,0,0
 Fiesta,2014,7599,26536,65.7,1.0,0,1,0,0,0,0,1
 C-MAX,2017,13799,7365,55.4,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9499,10264,58.9,1.0,0,1,0,0,0,0,1
 Focus,2018,12610,26052,57.7,1.0,0,1,0,0,0,0,1
 Fiesta,2014,8879,12945,47.9,1.6,1,0,0,0,0,0,1
 Focus,2015,10899,14929,74.3,1.5,0,1,0,1,0,0,0
 Focus,2015,9000,33917,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2016,10000,19934,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,7900,40284,54.3,1.2,0,1,0,0,0,0,1
 Kuga,2019,18800,13476,35.3,1.5,0,1,0,0,0,0,1
 Kuga,2017,16800,8511,60.1,2.0,0,1,0,1,0,0,0
 Fiesta,2017,9000,15809,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,15700,14594,60.1,2.0,0,1,0,1,0,0,0
 C-MAX,2017,10800,9392,44.1,1.6,0,1,0,0,0,0,1
 B-MAX,2017,8675,9339,55.4,1.0,0,1,0,0,0,0,1
 Focus,2015,9200,32000,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2015,7489,51950,62.8,1.0,0,1,0,0,0,0,1
 Fiesta,2018,15489,6355,62.8,1.0,0,1,0,0,0,0,1
 EcoSport,2017,9989,27240,53.3,1.0,0,1,0,0,0,0,1
 Ka+,2017,8289,409,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2018,10498,12229,58.9,1.0,0,1,0,0,0,0,1
 KA,2016,5990,17081,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2017,8990,33553,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9990,14440,65.7,1.0,0,1,0,0,0,0,1
 Galaxy,2018,16475,8346,56.5,2.0,0,1,0,1,0,0,0
 C-MAX,2013,3990,111810,62.8,1.6,0,1,0,1,0,0,0
 Focus,2019,19300,1592,51.4,1.0,1,0,0,0,0,0,1
 Fiesta,2017,11000,17025,78.5,1.5,0,1,0,1,0,0,0
 Kuga,2016,12000,40148,60.1,2.0,0,1,0,1,0,0,0
 Focus,2014,7599,54672,67.3,1.6,0,1,0,1,0,0,0
 Fiesta,2018,10999,18821,56.5,1.0,0,1,0,0,0,0,1
 Focus,2018,12699,8839,57.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,17000,9946,54.3,2.0,1,0,0,1,0,0,0
 Kuga,2018,18869,22218,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2016,7999,18435,54.3,1.2,0,1,0,0,0,0,1
 Kuga,2015,11399,33567,60.1,2.0,0,1,0,1,0,0,0
 B-MAX,2016,9611,13390,57.7,1.0,0,1,0,0,0,0,1
 Fiesta,2015,7695,28200,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2013,7995,27500,47.9,1.6,1,0,0,0,0,0,1
 EcoSport,2017,11995,18000,52.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8900,26118,54.3,1.2,0,1,0,0,0,0,1
 C-MAX,2017,11000,5726,44.1,1.6,0,1,0,0,0,0,1
 Kuga,2013,10200,49766,60.1,2.0,0,1,0,1,0,0,0
 Focus,2017,11000,12358,60.1,1.0,0,1,0,0,0,0,1
 Focus,2017,12000,36851,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2016,8999,14268,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8499,12606,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2017,7499,32796,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,7899,30390,64.2,1.1,0,1,0,0,0,0,1
 Fiesta,2018,9899,22115,85.6,1.5,0,1,0,1,0,0,0
 KA,2014,4199,57533,57.7,1.2,0,1,0,0,0,0,1
 KA,2014,4399,49393,57.7,1.2,0,1,0,0,0,0,1
 EcoSport,2017,9199,29778,52.3,1.0,0,1,0,0,0,0,1
 Kuga,2015,10999,47528,54.3,2.0,0,1,0,1,0,0,0
 Kuga,2015,12399,24199,60.1,2.0,0,1,0,1,0,0,0
 Kuga,2014,11899,33271,47.9,2.0,0,1,0,1,0,0,0
 Kuga,2015,14699,18537,38.2,1.5,1,0,0,0,0,0,1
 Focus,2015,8599,26664,74.3,1.5,0,1,0,1,0,0,0
 Focus,2016,9299,26805,74.3,1.5,0,1,0,1,0,0,0
 Focus,2015,9199,45045,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2016,13595,44595,52.3,2.0,1,0,0,1,0,0,0
 Kuga,2016,14499,29386,38.2,1.5,1,0,0,0,0,0,1
 Kuga,2014,9999,40424,53.3,2.0,0,1,0,1,0,0,0
 Fiesta,2013,5750,45761,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2015,6995,41198,65.7,1.0,0,1,0,0,0,0,1
 Focus,2016,8450,23854,74.3,1.5,0,1,0,1,0,0,0
 Focus,2017,12452,18729,50.4,1.5,0,1,0,0,0,0,1
 Focus,2016,7999,66442,74.3,1.5,0,1,0,1,0,0,0
 C-MAX,2016,10587,15370,64.2,1.5,1,0,0,1,0,0,0
 Focus,2015,9999,13946,74.3,1.5,0,1,0,1,0,0,0
 Focus,2018,12399,15420,57.7,1.0,0,1,0,0,0,0,1
 Focus,2015,7099,74176,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2015,7599,24329,78.5,1.5,0,1,0,1,0,0,0
 Focus,2011,9199,47304,30.4,2.5,0,1,0,0,0,0,1
 Fiesta,2016,8299,13788,54.3,1.2,0,1,0,0,0,0,1
 Kuga,2019,16499,11266,38.2,2.0,0,1,0,1,0,0,0
 Kuga,2019,16499,16258,38.2,2.0,0,1,0,1,0,0,0
 Fiesta,2016,7250,39482,78.5,1.5,0,1,0,1,0,0,0
 Fiesta,2016,8999,21975,65.7,1.0,0,1,0,0,0,0,1
 Focus,2016,9850,20764,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2014,10499,48480,54.3,2.0,0,1,0,1,0,0,0
 Focus,2017,11850,18466,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2014,5699,43288,85.6,1.6,0,1,0,1,0,0,0
 Focus,2015,7468,66825,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2015,6750,11900,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2016,7560,46924,88.3,1.5,0,1,0,1,0,0,0
 EcoSport,2018,14105,13953,54.3,1.0,0,1,0,0,0,0,1
 Focus,2016,9699,42330,74.3,1.5,0,1,0,1,0,0,0
 Focus,2016,7299,88993,74.3,1.5,0,1,0,1,0,0,0
 Focus,2014,8175,36008,67.3,1.6,0,1,0,1,0,0,0
 Focus,2017,10499,29396,74.3,1.5,0,1,0,1,0,0,0
 Focus,2012,9799,54750,39.2,2.0,0,1,0,0,0,0,1
 Fiesta,2014,7299,57982,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2013,6699,33542,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2015,9599,27438,57.7,1.0,1,0,0,0,0,0,1
 Focus,2017,10499,19530,61.4,1.0,0,1,0,0,0,0,1
 Fiesta,2018,13946,13724,49.6,1.0,1,0,0,0,0,0,1
 Focus,2017,15395,26908,67.3,2.0,0,1,0,1,0,0,0
 Galaxy,2017,17334,39824,52.3,2.0,1,0,0,1,0,0,0
 Focus,2018,13231,11856,57.7,1.0,0,1,0,0,0,0,1
 Fiesta,2015,7899,30125,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2013,4599,73611,76.4,1.5,0,1,0,1,0,0,0
 Focus,2014,7495,29352,67.3,1.6,0,1,0,1,0,0,0
 Focus,2017,11595,25392,60.1,1.0,0,1,0,0,0,0,1
 Focus,2014,7983,29390,44.8,1.6,1,0,0,0,0,0,1
 Kuga,2013,10499,23807,53.3,2.0,0,1,0,1,0,0,0
 Focus,2016,9920,34894,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8277,18543,54.3,1.2,0,1,0,0,0,0,1
 Focus,2018,17182,15672,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2014,6614,28694,54.3,1.2,0,1,0,0,0,0,1
 Focus,2016,9099,39191,67.3,1.5,1,0,0,1,0,0,0
 Fiesta,2014,4995,82809,76.4,1.5,0,1,0,1,0,0,0
 Fiesta,2018,10999,28337,65.7,1.0,0,1,0,0,0,0,1
 C-MAX,2016,8530,37212,64.2,1.5,1,0,0,1,0,0,0
 Kuga,2019,16499,16151,38.2,2.0,0,1,0,1,0,0,0
 Kuga,2019,16499,13500,38.2,2.0,0,1,0,1,0,0,0
 Fiesta,2017,8999,26740,85.6,1.5,0,1,0,1,0,0,0
 Focus,2017,12295,13849,74.3,1.5,0,1,0,1,0,0,0
 Galaxy,2017,17999,33115,56.5,2.0,0,1,0,1,0,0,0
 C-MAX,2016,10750,15101,55.4,1.0,0,1,0,0,0,0,1
 Focus,2017,11850,15013,74.3,1.5,0,1,0,1,0,0,0
 Focus,2016,15799,19750,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2015,8750,15548,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,12612,8974,57.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,7699,27426,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2016,14299,24368,52.3,2.0,1,0,0,1,0,0,0
 Fiesta,2016,8399,15382,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,10199,18010,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,7499,27243,54.3,1.2,0,1,0,0,0,0,1
 Kuga,2016,11599,27004,60.1,2.0,0,1,0,1,0,0,0
 Focus,2015,8999,20300,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9999,42415,56.5,1.0,0,1,0,0,0,0,1
 Focus,2017,11599,21618,57.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8388,24784,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2015,7342,19562,65.7,1.0,0,1,0,0,0,0,1
 B-MAX,2017,8899,16491,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8912,21840,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10999,28323,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10151,24664,55.4,1.5,0,1,0,1,0,0,0
 Focus,2017,11886,19798,74.3,1.5,0,1,0,1,0,0,0
 Focus,2016,6891,97190,70.6,2.0,0,1,0,1,0,0,0
 Focus,2017,12099,14439,74.3,1.5,0,1,0,1,0,0,0
 C-MAX,2012,7750,24600,42.8,1.6,0,1,0,0,0,0,1
 Focus,2016,14312,40536,67.3,2.0,0,1,0,1,0,0,0
 Kuga,2017,16795,23077,64.2,1.5,0,1,0,1,0,0,0
 EcoSport,2018,12495,16579,54.3,1.0,0,1,0,0,0,0,1
 Fiesta,2018,13995,6025,48.7,1.0,1,0,0,0,0,0,1
 Fiesta,2018,13495,14219,62.8,1.0,0,1,0,0,0,0,1
 EcoSport,2017,9795,42469,64.2,1.5,0,1,0,0,0,0,1
 Fiesta,2017,10995,11129,65.7,1.0,0,1,0,0,0,0,1
